TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6
50.0,S,6741,583.0,150.0,visa,195.0,credit
48.336000000000006,C,10568,204.0,185.0,visa,226.0,credit
335.0,W,12839,321.0,150.0,visa,226.0,debit
57.95,W,3579,554.0,150.0,mastercard,224.0,debit
32.97,W,11919,170.0,150.0,mastercard,224.0,debit
200.0,R,4146,399.0,150.0,american express,137.0,credit
100.0,R,8468,111.0,150.0,mastercard,219.0,credit
48.336000000000006,C,10568,204.0,185.0,visa,226.0,credit
250.0,R,18015,481.0,150.0,visa,226.0,credit
54.5,W,17759,194.0,150.0,mastercard,202.0,debit
63.95,W,16630,242.0,150.0,visa,166.0,debit
77.95,W,5631,512.0,150.0,mastercard,117.0,debit
150.0,W,18274,555.0,150.0,visa,226.0,debit
390.95,W,16691,170.0,150.0,mastercard,102.0,credit
250.0,R,18015,481.0,150.0,visa,226.0,credit
29.0,W,4663,490.0,150.0,visa,166.0,debit
100.0,H,10616,583.0,150.0,visa,226.0,credit
623.78,W,3682,264.0,150.0,visa,226.0,credit
50.0,H,15007,583.0,150.0,visa,226.0,credit
48.336000000000006,C,10568,204.0,185.0,visa,226.0,credit
180.535,C,5943,296.0,185.0,visa,195.0,debit
107.95,W,8122,111.0,150.0,mastercard,224.0,credit
117.0,W,12253,170.0,150.0,visa,226.0,credit
6.0,S,4966,468.0,150.0,visa,166.0,debit
48.336000000000006,C,14260,500.0,185.0,mastercard,224.0,credit
108.95,W,11162,346.0,150.0,mastercard,224.0,debit
40.0,W,5254,414.0,143.0,visa,226.0,debit
25.0,H,2455,321.0,150.0,visa,226.0,credit
707.95,W,16876,490.0,150.0,visa,195.0,debit
6.0,S,4966,468.0,150.0,visa,166.0,debit
48.336000000000006,C,14543,500.0,185.0,mastercard,224.0,credit
200.0,H,7638,174.0,150.0,visa,166.0,debit
40.0,W,14858,558.0,150.0,visa,226.0,debit
57.95,W,12501,490.0,150.0,visa,226.0,debit
5.0,S,1675,174.0,150.0,visa,226.0,debit
107.95,W,6054,327.0,150.0,discover,199.27889697943476,credit
12.55,C,15885,545.0,185.0,visa,138.0,debit
117.0,W,6226,555.0,150.0,mastercard,166.0,debit
50.0,W,14858,558.0,150.0,visa,226.0,debit
100.0,W,6104,555.0,150.0,visa,226.0,debit
148.15,C,13832,375.0,185.0,mastercard,224.0,debit
30.0,H,8695,170.0,150.0,visa,226.0,credit
92.56299999999999,C,16586,138.0,200.0,visa,226.0,debit
34.0,W,7919,194.0,150.0,mastercard,202.0,debit
200.0,W,10199,418.0,150.0,visa,195.0,debit
75.0,H,13526,529.0,150.0,visa,162.0,credit
100.0,R,14540,276.0,150.0,visa,226.0,debit
60.0,W,7861,494.0,150.0,visa,226.0,credit
97.0,W,9112,250.0,150.0,visa,226.0,debit
200.0,H,3682,264.0,150.0,visa,162.0,credit
107.95,W,6104,555.0,150.0,visa,226.0,debit
50.0,S,1595,321.0,150.0,visa,100.0,debit
43.97,W,1893,514.0,150.0,mastercard,224.0,credit
335.0,W,18132,567.0,150.0,mastercard,117.0,debit
60.481,C,5812,408.0,185.0,mastercard,224.0,debit
31.298000000000002,C,17560,168.0,144.0,visa,137.0,credit
17.22,C,11201,103.0,185.0,visa,226.0,debit
30.0,H,6019,583.0,150.0,visa,226.0,credit
30.0,S,18268,583.0,150.0,visa,226.0,credit
57.95,W,10776,512.0,150.0,visa,166.0,debit
50.148999999999994,C,14543,500.0,185.0,mastercard,224.0,credit
25.0,R,7919,194.0,150.0,mastercard,166.0,debit
39.0,W,18018,452.0,150.0,mastercard,117.0,debit
23.443,C,17767,555.0,102.0,mastercard,224.0,debit
80.0,W,7919,194.0,150.0,mastercard,202.0,debit
50.0,H,2135,555.0,150.0,mastercard,117.0,debit
221.0,W,10199,418.0,150.0,visa,195.0,debit
50.148999999999994,C,3887,202.0,185.0,mastercard,137.0,credit
100.0,W,8140,453.0,150.0,visa,226.0,debit
20.0,W,9112,250.0,150.0,visa,226.0,debit
50.0,H,14128,170.0,150.0,mastercard,219.0,credit
84.47,W,12839,321.0,150.0,visa,226.0,debit
209.95,W,2408,571.0,150.0,visa,226.0,debit
25.0,R,17962,555.0,150.0,visa,226.0,debit
100.0,R,14479,387.0,150.0,visa,226.0,credit
23.443,C,17767,555.0,102.0,mastercard,224.0,debit
100.0,W,7585,553.0,150.0,visa,226.0,credit
161.624,C,9633,296.0,185.0,visa,138.0,debit
29.0,W,17526,555.0,150.0,visa,226.0,debit
30.0,H,9500,321.0,150.0,visa,226.0,debit
97.0,W,7919,194.0,150.0,mastercard,202.0,debit
30.0,H,17223,441.0,150.0,visa,226.0,debit
100.0,R,18202,399.0,150.0,american express,236.0,credit
38.97,W,11919,170.0,150.0,mastercard,224.0,debit
31.418000000000003,C,13832,375.0,185.0,mastercard,224.0,debit
87.95,W,12308,360.0,150.0,visa,166.0,debit
100.0,H,8731,399.0,150.0,american express,137.0,credit
97.95,W,16632,215.0,150.0,mastercard,166.0,debit
59.0,W,10676,555.0,150.0,visa,195.0,debit
25.0,W,14495,420.0,150.0,mastercard,224.0,debit
100.0,R,18202,399.0,150.0,american express,236.0,credit
100.0,W,18255,514.0,150.0,mastercard,224.0,debit
64.649,C,15885,545.0,185.0,visa,138.0,debit
87.95,W,17188,321.0,150.0,visa,226.0,debit
1651.0,W,14118,555.0,150.0,visa,226.0,debit
175.0,W,9480,170.0,150.0,visa,226.0,debit
60.0,H,2944,399.0,150.0,american express,236.0,credit
100.0,W,7431,555.0,150.0,visa,226.0,debit
59.0,W,11664,555.0,150.0,visa,226.0,debit
25.0,H,10038,216.0,150.0,mastercard,102.0,credit
49.0,W,12544,321.0,150.0,visa,226.0,debit
107.95,W,1675,174.0,150.0,visa,226.0,debit
50.0,H,13295,321.0,150.0,visa,226.0,debit
80.0,W,12501,490.0,150.0,visa,226.0,debit
149.69,W,16075,514.0,150.0,mastercard,102.0,credit
100.0,W,4663,490.0,150.0,visa,166.0,debit
25.0,H,13497,222.0,150.0,visa,226.0,debit
525.0,W,3821,111.0,150.0,mastercard,219.0,credit
40.0,W,18132,567.0,150.0,mastercard,117.0,debit
74.075,C,13832,375.0,185.0,mastercard,224.0,debit
50.0,H,16075,514.0,150.0,mastercard,102.0,credit
42.596000000000004,C,13832,375.0,185.0,mastercard,224.0,debit
74.075,C,13832,375.0,185.0,mastercard,224.0,debit
34.0,W,16070,111.0,150.0,visa,166.0,debit
50.0,H,8414,253.0,150.0,mastercard,224.0,debit
250.0,R,6019,583.0,150.0,visa,226.0,credit
20.0,W,7815,161.0,150.0,mastercard,117.0,debit
305.61,W,2616,362.5554884999665,150.0,discover,102.0,credit
29.0,W,8233,555.0,150.0,mastercard,117.0,debit
50.0,S,17458,507.0,150.0,visa,226.0,debit
50.0,H,18227,583.0,150.0,visa,226.0,credit
30.0,H,14099,383.0,150.0,visa,226.0,debit
107.95,W,2884,490.0,150.0,visa,226.0,debit
10.0,S,9803,583.0,150.0,visa,226.0,credit
74.075,C,13832,375.0,185.0,mastercard,224.0,debit
30.95,W,7585,553.0,150.0,visa,226.0,credit
768.95,W,15497,490.0,150.0,visa,226.0,debit
25.0,S,8468,111.0,150.0,mastercard,219.0,credit
40.0,W,17055,393.0,150.0,mastercard,117.0,debit
337.1,W,18269,234.0,150.0,visa,226.0,debit
226.0,W,14842,370.0,150.0,visa,166.0,debit
27.97,W,17933,512.0,150.0,visa,195.0,debit
724.0,W,7919,194.0,150.0,mastercard,202.0,debit
108.95,W,16132,111.0,150.0,visa,226.0,debit
554.0,W,16075,514.0,150.0,mastercard,102.0,credit
50.0,H,6586,555.0,150.0,visa,226.0,debit
100.0,R,14902,588.0,150.0,visa,226.0,debit
32.97,W,16092,543.0,150.0,mastercard,117.0,debit
49.0,W,7919,194.0,150.0,mastercard,202.0,debit
30.0,W,4921,475.0,150.0,visa,226.0,debit
171.0,W,17868,148.0,150.0,visa,226.0,debit
35.0,H,11849,271.0,150.0,visa,226.0,debit
200.0,W,10199,418.0,150.0,visa,195.0,debit
150.0,W,10023,111.0,150.0,visa,226.0,debit
150.0,W,7676,512.0,150.0,visa,226.0,debit
21.0,W,18343,374.0,150.0,visa,226.0,debit
100.0,H,18178,598.0,150.0,mastercard,224.0,debit
49.0,W,11233,321.0,150.0,visa,195.0,debit
250.0,W,2884,490.0,150.0,visa,226.0,debit
600.0,R,16740,555.0,150.0,mastercard,195.0,credit
149.95,W,15484,418.0,150.0,visa,226.0,debit
117.0,W,8397,310.0,150.0,mastercard,117.0,debit
80.0,W,9112,250.0,150.0,visa,226.0,debit
18.95,W,8406,264.0,150.0,visa,226.0,debit
150.0,R,6741,583.0,150.0,visa,195.0,credit
150.0,R,16659,170.0,150.0,visa,226.0,credit
57.95,W,16132,111.0,150.0,visa,226.0,debit
27.97,W,17933,512.0,150.0,visa,195.0,debit
67.95,W,6236,194.0,150.0,mastercard,117.0,debit
32.868,C,15885,545.0,185.0,visa,138.0,debit
24.0,W,16085,297.0,150.0,visa,166.0,debit
390.0,W,6877,550.0,150.0,visa,226.0,debit
25.0,S,2616,327.0,150.0,discover,223.0,credit
10.0,W,10023,111.0,150.0,visa,226.0,debit
97.95,W,4806,490.0,150.0,visa,226.0,debit
50.0,W,5376,111.0,150.0,mastercard,224.0,debit
40.0,W,16132,111.0,150.0,visa,226.0,debit
209.95,W,2803,100.0,150.0,visa,226.0,debit
67.95,W,9112,250.0,150.0,visa,226.0,debit
49.0,W,7919,194.0,150.0,mastercard,202.0,debit
250.0,R,18375,174.0,150.0,visa,162.0,credit
30.0,H,3632,555.0,150.0,visa,226.0,debit
200.0,S,7585,553.0,150.0,visa,226.0,credit
50.0,H,7381,583.0,150.0,mastercard,102.0,credit
59.0,W,7919,194.0,150.0,mastercard,202.0,debit
49.5,W,9500,321.0,150.0,visa,226.0,debit
500.0,R,1365,399.0,150.0,american express,150.0,credit
141.0,W,6174,490.0,150.0,visa,226.0,debit
100.0,W,3166,559.0,150.0,visa,166.0,debit
25.0,H,4137,399.0,150.0,american express,146.0,credit
40.0,H,14362,302.0,150.0,visa,226.0,debit
74.679,C,15885,545.0,185.0,visa,138.0,debit
500.0,R,1365,399.0,150.0,american express,150.0,credit
200.0,R,6019,583.0,150.0,visa,226.0,credit
100.0,R,7585,553.0,150.0,visa,226.0,credit
106.49,C,16095,500.0,185.0,mastercard,224.0,credit
23.926,C,9642,103.0,185.0,visa,226.0,debit
300.0,H,15909,110.0,150.0,mastercard,224.0,credit
149.95,W,17188,321.0,150.0,visa,226.0,debit
59.0,W,9787,505.0,150.0,visa,226.0,debit
50.0,H,6741,583.0,150.0,visa,195.0,credit
100.0,R,10321,555.0,150.0,american express,199.27889697943476,credit
50.0,H,9263,399.0,150.0,american express,137.0,credit
150.0,R,2159,520.0,150.0,american express,190.0,credit
1232.47,W,10616,583.0,150.0,visa,226.0,credit
250.0,R,17055,393.0,150.0,mastercard,117.0,debit
200.0,R,7709,399.0,150.0,american express,150.0,credit
8.338,C,3154,408.0,185.0,mastercard,224.0,debit
100.0,R,10321,555.0,150.0,american express,199.27889697943476,credit
80.0,H,1545,248.0,150.0,mastercard,166.0,debit
97.0,W,9112,250.0,150.0,visa,226.0,debit
117.0,W,7292,262.0,150.0,visa,226.0,debit
35.0,H,10486,514.0,150.0,mastercard,219.0,credit
226.0,W,10199,418.0,150.0,visa,195.0,debit
50.0,H,16849,562.0,150.0,mastercard,197.0,credit
34.0,W,12501,490.0,150.0,visa,226.0,debit
25.95,W,10057,225.0,150.0,mastercard,224.0,debit
72.95,W,14649,548.0,150.0,visa,226.0,debit
47.95,W,2803,100.0,150.0,visa,226.0,debit
25.0,H,16075,514.0,150.0,mastercard,102.0,credit
254.14,W,11207,361.0,150.0,visa,226.0,debit
50.0,R,16075,514.0,150.0,mastercard,102.0,credit
848.59,W,8135,247.0,150.0,visa,226.0,credit
100.0,R,10321,555.0,150.0,american express,199.27889697943476,credit
50.0,W,7919,194.0,150.0,mastercard,202.0,debit
75.0,W,9537,583.0,150.0,visa,226.0,credit
107.95,W,14963,555.0,150.0,visa,226.0,debit
100.0,R,6335,111.0,150.0,visa,162.0,credit
775.03,W,16659,170.0,150.0,visa,226.0,credit
50.0,H,7381,583.0,150.0,mastercard,102.0,credit
80.0,W,18132,567.0,150.0,mastercard,117.0,debit
100.0,H,18375,174.0,150.0,visa,162.0,credit
100.0,R,11541,111.0,150.0,visa,226.0,debit
10.0,S,10273,583.0,150.0,visa,226.0,credit
319.95,W,10616,583.0,150.0,visa,226.0,credit
57.95,W,7919,194.0,150.0,mastercard,202.0,debit
59.0,W,16876,490.0,150.0,visa,195.0,debit
209.95,W,17746,362.5554884999665,150.0,discover,100.0,debit
236.95,W,2745,321.0,150.0,visa,226.0,debit
100.0,H,18375,174.0,150.0,visa,162.0,credit
160.5,W,17188,321.0,150.0,visa,226.0,debit
200.0,W,16132,111.0,150.0,visa,226.0,debit
100.0,W,1342,514.0,150.0,mastercard,224.0,debit
100.0,H,18375,174.0,150.0,visa,162.0,credit
42.95,W,9112,250.0,150.0,visa,226.0,debit
150.0,R,10318,555.0,150.0,visa,226.0,credit
100.0,W,16691,170.0,150.0,mastercard,102.0,credit
50.0,W,5170,184.0,150.0,visa,226.0,debit
57.95,W,11893,194.0,150.0,mastercard,202.0,debit
100.0,W,4605,529.0,150.0,visa,162.0,credit
34.0,W,12577,268.0,150.0,visa,166.0,debit
2321.31,W,5646,348.0,150.0,visa,226.0,credit
1414.95,W,2616,362.5554884999665,150.0,discover,102.0,credit
50.0,R,8622,583.0,150.0,visa,195.0,credit
100.0,H,2039,562.0,150.0,mastercard,219.0,credit
117.0,W,17341,555.0,150.0,visa,226.0,debit
25.0,H,7005,111.0,150.0,visa,226.0,debit
117.0,W,6019,583.0,150.0,visa,226.0,credit
47.0,W,7861,494.0,150.0,visa,226.0,credit
107.95,W,18384,543.0,150.0,mastercard,224.0,debit
527.0,W,16075,514.0,150.0,mastercard,102.0,credit
59.0,W,7919,194.0,150.0,mastercard,202.0,debit
25.0,H,15497,490.0,150.0,visa,226.0,debit
47.95,W,7826,481.0,150.0,mastercard,224.0,debit
30.95,W,4030,174.0,150.0,visa,226.0,debit
107.95,W,1546,111.0,150.0,visa,226.0,debit
83.5,W,11395,501.0,150.0,mastercard,219.0,debit
269.95,W,9891,583.0,150.0,visa,226.0,credit
50.0,W,3898,281.0,150.0,visa,226.0,credit
100.0,W,9002,453.0,150.0,visa,226.0,debit
785.61,W,7861,494.0,150.0,visa,226.0,credit
50.0,W,12544,321.0,150.0,visa,226.0,debit
30.95,W,17399,111.0,150.0,mastercard,224.0,debit
117.0,W,2803,100.0,150.0,visa,226.0,debit
20.0,W,18343,374.0,150.0,visa,226.0,debit
20.0,H,14637,512.0,150.0,mastercard,166.0,debit
61.0,W,6951,111.0,150.0,visa,226.0,debit
102.0,W,7861,494.0,150.0,visa,226.0,credit
54.0,W,14135,219.0,150.0,visa,226.0,debit
108.5,W,13052,254.0,150.0,visa,226.0,debit
107.95,W,15111,310.0,150.0,mastercard,224.0,debit
117.0,W,17517,369.0,150.0,mastercard,224.0,debit
125.0,R,15832,583.0,150.0,mastercard,195.0,credit
125.0,R,6730,362.5554884999665,150.0,visa,226.0,debit
30.0,W,5372,362.5554884999665,150.0,visa,226.0,debit
82.0,W,5639,555.0,150.0,visa,226.0,debit
63.924,C,15885,545.0,185.0,visa,138.0,debit
117.0,W,9002,453.0,150.0,visa,226.0,debit
47.95,W,2803,100.0,150.0,visa,226.0,debit
100.0,W,8406,264.0,150.0,visa,226.0,debit
41.0,W,7919,194.0,150.0,mastercard,202.0,debit
287.99,W,12396,458.0,150.0,visa,226.0,debit
335.0,W,7919,194.0,150.0,mastercard,202.0,debit
226.0,W,3821,111.0,150.0,mastercard,219.0,credit
49.0,W,11839,490.0,150.0,visa,226.0,debit
23.443,C,6585,406.0,117.0,mastercard,166.0,debit
87.0,W,7468,514.0,150.0,mastercard,224.0,debit
50.0,S,7815,161.0,150.0,mastercard,117.0,debit
31.055999999999997,C,15257,375.0,185.0,mastercard,224.0,debit
50.0,W,15066,170.0,150.0,mastercard,102.0,credit
57.95,W,11893,194.0,150.0,mastercard,202.0,debit
100.0,R,13815,514.0,150.0,mastercard,135.0,credit
27.97,W,17933,512.0,150.0,visa,195.0,debit
15.0,W,7919,194.0,150.0,mastercard,202.0,debit
117.0,W,11829,555.0,150.0,visa,226.0,debit
100.0,H,7585,553.0,150.0,visa,226.0,credit
25.0,W,9500,321.0,150.0,visa,226.0,debit
50.0,H,8406,264.0,150.0,visa,226.0,debit
100.0,W,11207,361.0,150.0,visa,226.0,debit
24.0,W,12577,268.0,150.0,visa,166.0,debit
26.0,S,3653,517.0,150.0,mastercard,224.0,debit
306.934,C,11201,103.0,185.0,visa,226.0,debit
78.0,W,6951,111.0,150.0,visa,226.0,debit
20.0,W,18343,374.0,150.0,visa,226.0,debit
30.0,W,17188,321.0,150.0,visa,226.0,debit
50.0,H,4752,555.0,150.0,mastercard,102.0,credit
51.961000000000006,C,2256,545.0,185.0,visa,226.0,credit
317.5,W,7381,583.0,150.0,mastercard,102.0,credit
622.43,W,5938,111.0,150.0,visa,162.0,credit
188.0,W,13491,369.0,150.0,mastercard,117.0,debit
150.0,R,5957,520.0,150.0,american express,190.0,credit
74.47,W,7207,111.0,150.0,visa,226.0,debit
40.0,H,4425,562.0,150.0,mastercard,197.0,credit
40.0,W,10057,225.0,150.0,mastercard,224.0,debit
75.0,H,11916,410.0,150.0,visa,226.0,debit
171.0,W,16659,170.0,150.0,visa,226.0,credit
200.0,W,10199,418.0,150.0,visa,195.0,debit
682.95,W,2616,362.5554884999665,150.0,discover,102.0,credit
50.0,H,15063,514.0,150.0,visa,226.0,credit
77.0,W,11157,215.0,150.0,visa,226.0,debit
73.5,W,13234,298.0,150.0,visa,226.0,debit
474.95,W,1407,128.0,150.0,visa,226.0,debit
200.0,R,1724,583.0,150.0,visa,226.0,credit
420.0,S,11755,174.0,150.0,visa,195.0,credit
226.0,W,2392,360.0,150.0,mastercard,166.0,debit
97.0,W,18132,567.0,150.0,mastercard,117.0,debit
25.0,H,10616,583.0,150.0,visa,226.0,credit
83.43,W,6530,206.0,150.0,mastercard,166.0,debit
420.0,S,11755,174.0,150.0,visa,195.0,credit
67.95,W,12970,362.5554884999665,150.0,visa,166.0,debit
50.0,W,16691,170.0,150.0,mastercard,102.0,credit
50.0,R,4665,399.0,150.0,american express,118.0,credit
54.5,W,10476,298.0,150.0,visa,226.0,credit
57.95,W,14649,548.0,150.0,visa,226.0,debit
150.0,H,14128,170.0,150.0,mastercard,219.0,credit
300.0,W,9323,111.0,150.0,visa,226.0,debit
500.0,W,15592,494.0,150.0,mastercard,102.0,credit
110.25,W,16255,470.0,150.0,mastercard,137.0,credit
100.0,R,6019,583.0,150.0,visa,226.0,credit
50.0,W,8414,253.0,150.0,mastercard,224.0,debit
47.0,W,7197,111.0,150.0,visa,195.0,debit
39.0,W,2377,203.0,150.0,visa,166.0,debit
222.0,W,10199,418.0,150.0,visa,195.0,debit
100.0,R,16659,170.0,150.0,visa,226.0,credit
311.95,W,7585,553.0,150.0,visa,226.0,credit
47.95,W,4436,174.0,150.0,visa,226.0,debit
100.0,R,7585,553.0,150.0,visa,226.0,credit
730.95,W,2616,362.5554884999665,150.0,discover,102.0,credit
664.0,W,14858,558.0,150.0,visa,226.0,debit
97.0,W,12501,490.0,150.0,visa,226.0,debit
255.0,W,17669,541.0,150.0,mastercard,117.0,debit
100.0,R,10321,555.0,150.0,american express,199.27889697943476,credit
46.403,C,9633,296.0,185.0,visa,138.0,debit
100.0,W,4908,555.0,150.0,mastercard,195.0,debit
161.0,W,8900,385.0,150.0,visa,226.0,debit
480.12,W,2469,343.0,150.0,visa,226.0,credit
319.95,W,17598,268.0,150.0,visa,166.0,debit
100.0,H,4073,399.0,150.0,american express,223.0,credit
58.95,W,12695,490.0,150.0,visa,226.0,debit
280.0,W,15511,562.0,150.0,mastercard,197.0,credit
115.0,W,10616,583.0,150.0,visa,226.0,credit
57.95,W,9500,321.0,150.0,visa,226.0,debit
128.95,W,9112,250.0,150.0,visa,226.0,debit
60.0,H,1333,170.0,150.0,visa,195.0,credit
149.95,W,13534,105.0,150.0,visa,226.0,debit
57.95,W,12116,404.0,150.0,mastercard,102.0,credit
100.0,R,12501,490.0,150.0,visa,226.0,debit
420.0,S,11755,174.0,150.0,visa,195.0,credit
117.0,W,4908,555.0,150.0,mastercard,195.0,debit
57.95,W,17188,321.0,150.0,visa,226.0,debit
100.0,H,12235,478.0,150.0,visa,226.0,credit
104.47,W,11815,206.0,150.0,mastercard,166.0,debit
750.0,R,10486,514.0,150.0,mastercard,219.0,credit
79.029,C,12823,407.0,185.0,visa,137.0,credit
30.0,W,18132,567.0,150.0,mastercard,117.0,debit
136.0,W,10616,583.0,150.0,visa,226.0,credit
79.029,C,13413,103.0,185.0,visa,137.0,credit
59.0,W,10112,360.0,150.0,visa,166.0,debit
50.0,W,8528,215.0,150.0,visa,226.0,debit
50.0,S,1443,399.0,150.0,american express,236.0,credit
50.0,W,17620,279.0,150.0,visa,226.0,credit
405.0,W,18132,567.0,150.0,mastercard,117.0,debit
79.029,C,9633,296.0,185.0,visa,138.0,debit
130.0,W,2616,362.5554884999665,150.0,discover,102.0,credit
64.649,C,5812,408.0,185.0,mastercard,224.0,debit
117.0,W,8868,205.0,150.0,visa,166.0,debit
79.029,C,10876,104.0,185.0,visa,137.0,credit
150.0,W,7207,111.0,150.0,visa,226.0,debit
59.0,W,15986,360.0,150.0,mastercard,166.0,debit
42.536,C,5812,408.0,185.0,mastercard,224.0,debit
30.0,S,7585,553.0,150.0,visa,226.0,credit
200.0,R,10486,514.0,150.0,mastercard,219.0,credit
32.95,W,13307,428.0,150.0,visa,166.0,debit
27.97,W,17933,512.0,150.0,visa,195.0,debit
117.0,W,11925,553.0,150.0,visa,226.0,debit
59.0,W,12501,490.0,150.0,visa,226.0,debit
60.0,W,16070,111.0,150.0,visa,166.0,debit
27.915,C,15885,545.0,185.0,visa,138.0,debit
231.95,W,7861,494.0,150.0,visa,226.0,credit
163.194,C,15885,545.0,185.0,visa,138.0,debit
100.0,W,4029,594.0,150.0,visa,226.0,debit
100.0,R,10313,258.0,150.0,visa,226.0,debit
328.11,W,13145,360.0,150.0,visa,166.0,debit
50.0,H,4141,404.0,150.0,mastercard,102.0,credit
117.0,W,2336,260.0,150.0,visa,226.0,debit
100.0,R,10313,258.0,150.0,visa,226.0,debit
49.0,W,18132,567.0,150.0,mastercard,117.0,debit
103.97,W,4174,555.0,150.0,visa,226.0,debit
153.0,W,15066,170.0,150.0,mastercard,102.0,credit
30.0,W,7919,194.0,150.0,mastercard,202.0,debit
300.0,H,10616,583.0,150.0,visa,226.0,credit
79.029,C,10876,104.0,185.0,visa,137.0,credit
265.0,W,4976,393.0,150.0,mastercard,195.0,debit
50.0,H,15833,321.0,150.0,visa,226.0,debit
35.0,H,11065,555.0,150.0,visa,226.0,debit
100.0,R,7169,399.0,150.0,american express,150.0,credit
50.0,H,1724,583.0,150.0,visa,226.0,credit
504.28,W,3681,513.0,150.0,visa,166.0,debit
57.95,W,7629,490.0,150.0,visa,166.0,debit
117.0,W,5938,111.0,150.0,visa,162.0,credit
300.0,H,12695,490.0,150.0,visa,226.0,debit
100.0,R,10313,258.0,150.0,visa,226.0,debit
50.0,H,16672,418.0,150.0,visa,226.0,debit
1012.14,W,12376,481.0,150.0,mastercard,102.0,credit
108.5,W,11829,555.0,150.0,visa,226.0,debit
445.0,W,6236,194.0,150.0,mastercard,117.0,debit
30.0,W,10112,360.0,150.0,visa,166.0,debit
49.483999999999995,C,9633,296.0,185.0,visa,138.0,debit
226.0,W,9708,562.0,150.0,visa,226.0,credit
146.0,W,5938,111.0,150.0,visa,162.0,credit
47.95,W,9480,170.0,150.0,visa,226.0,debit
27.915,C,5812,408.0,185.0,mastercard,224.0,debit
39.0,W,7919,194.0,150.0,mastercard,202.0,debit
107.0,W,8140,453.0,150.0,visa,226.0,debit
750.0,R,10486,514.0,150.0,mastercard,219.0,credit
100.0,R,2249,343.0,150.0,visa,195.0,credit
39.0,W,8135,247.0,150.0,visa,226.0,credit
117.0,W,6741,583.0,150.0,visa,195.0,credit
14.0,W,10112,360.0,150.0,visa,166.0,debit
57.95,W,9175,111.0,150.0,visa,226.0,debit
83.5,W,12695,490.0,150.0,visa,226.0,debit
300.0,H,10023,111.0,150.0,visa,226.0,debit
36.5,W,15986,360.0,150.0,mastercard,166.0,debit
30.0,W,7919,194.0,150.0,mastercard,202.0,debit
68.43,W,15205,270.0,150.0,visa,166.0,debit
27.915,C,5812,408.0,185.0,mastercard,224.0,debit
83.0,W,3734,390.0,150.0,mastercard,224.0,debit
100.0,R,12544,321.0,150.0,visa,226.0,debit
369.99,W,7861,494.0,150.0,visa,226.0,credit
49.483999999999995,C,9633,296.0,185.0,visa,138.0,debit
27.915,C,5812,408.0,185.0,mastercard,224.0,debit
60.0,W,10447,490.0,150.0,visa,226.0,debit
51.115,C,4461,375.0,185.0,mastercard,224.0,debit
75.0,W,7159,543.0,150.0,mastercard,199.27889697943476,debit
83.0,W,3734,390.0,150.0,mastercard,224.0,debit
100.0,H,6019,583.0,150.0,visa,226.0,credit
300.0,H,8468,111.0,150.0,mastercard,219.0,credit
27.915,C,5812,408.0,185.0,mastercard,224.0,debit
108.95,W,7676,512.0,150.0,visa,226.0,debit
120.0,H,12695,490.0,150.0,visa,226.0,debit
57.95,W,8117,490.0,150.0,visa,226.0,debit
612.0,W,1222,455.0,150.0,visa,166.0,debit
25.0,H,17534,269.0,150.0,mastercard,195.0,debit
85.0,W,15286,170.0,150.0,visa,226.0,credit
50.0,H,11120,321.0,150.0,visa,226.0,debit
26.403000000000002,C,3867,296.0,185.0,visa,226.0,credit
34.0,W,14135,219.0,150.0,visa,226.0,debit
335.0,W,9708,562.0,150.0,visa,226.0,credit
34.0,W,17399,111.0,150.0,mastercard,224.0,debit
120.0,H,12695,490.0,150.0,visa,226.0,debit
474.95,W,15066,170.0,150.0,mastercard,102.0,credit
230.0,W,10023,111.0,150.0,visa,226.0,debit
159.95,W,7585,553.0,150.0,visa,226.0,credit
100.0,H,6741,583.0,150.0,visa,195.0,credit
47.95,W,12695,490.0,150.0,visa,226.0,debit
75.0,H,14415,481.0,150.0,mastercard,224.0,credit
50.0,H,17447,512.0,150.0,visa,226.0,debit
27.915,C,15885,545.0,185.0,visa,138.0,debit
59.0,W,11181,321.0,150.0,visa,226.0,debit
400.0,R,6019,583.0,150.0,visa,226.0,credit
75.0,H,10057,225.0,150.0,mastercard,224.0,debit
150.0,R,14209,222.0,150.0,visa,195.0,credit
150.0,H,17193,399.0,150.0,american express,137.0,credit
407.0,W,10616,583.0,150.0,visa,226.0,credit
27.915,C,5812,408.0,185.0,mastercard,224.0,debit
39.0,W,10112,360.0,150.0,visa,166.0,debit
200.0,R,16659,170.0,150.0,visa,226.0,credit
47.95,W,6453,555.0,150.0,visa,226.0,debit
160.95,W,18081,481.0,150.0,mastercard,219.0,credit
30.95,W,2616,362.5554884999665,150.0,discover,102.0,credit
100.0,W,9002,453.0,150.0,visa,226.0,debit
60.0,W,6070,315.0,150.0,visa,226.0,debit
226.0,W,9500,321.0,150.0,visa,226.0,debit
311.95,W,7676,512.0,150.0,visa,226.0,debit
105.0,W,12260,236.0,150.0,visa,226.0,debit
108.756,C,12944,349.0,117.0,visa,226.0,debit
120.0,H,12695,490.0,150.0,visa,226.0,debit
280.0,W,15511,562.0,150.0,mastercard,197.0,credit
27.915,C,4461,375.0,185.0,mastercard,224.0,debit
108.95,W,7669,455.0,150.0,mastercard,126.0,debit
200.0,W,15592,494.0,150.0,mastercard,102.0,credit
